"Step","CFR_150r_5e_BC_BFV - round_accuracy","CFR_150r_5e_BC_BFV - round_accuracy__MIN","CFR_150r_5e_BC_BFV - round_accuracy__MAX","CFR_150r_5e_BC_BFV - round_loss","CFR_150r_5e_BC_BFV - round_loss__MIN","CFR_150r_5e_BC_BFV - round_loss__MAX","CFR_150r_5e_BC_CKKS - round_accuracy","CFR_150r_5e_BC_CKKS - round_accuracy__MIN","CFR_150r_5e_BC_CKKS - round_accuracy__MAX","CFR_150r_5e_BC_CKKS - round_loss","CFR_150r_5e_BC_CKKS - round_loss__MIN","CFR_150r_5e_BC_CKKS - round_loss__MAX","CFR_150r_5e_FAWE - round_accuracy","CFR_150r_5e_FAWE - round_accuracy__MIN","CFR_150r_5e_FAWE - round_accuracy__MAX","CFR_150r_5e_FAWE - round_loss","CFR_150r_5e_FAWE - round_loss__MIN","CFR_150r_5e_FAWE - round_loss__MAX","CFR_150r_5e_FA_CKKS - round_accuracy","CFR_150r_5e_FA_CKKS - round_accuracy__MIN","CFR_150r_5e_FA_CKKS - round_accuracy__MAX","CFR_150r_5e_FA_CKKS - round_loss","CFR_150r_5e_FA_CKKS - round_loss__MIN","CFR_150r_5e_FA_CKKS - round_loss__MAX","CFR_150r_5e_GBFA_CKKS - round_accuracy","CFR_150r_5e_GBFA_CKKS - round_accuracy__MIN","CFR_150r_5e_GBFA_CKKS - round_accuracy__MAX","CFR_150r_5e_GBFA_CKKS - round_loss","CFR_150r_5e_GBFA_CKKS - round_loss__MIN","CFR_150r_5e_GBFA_CKKS - round_loss__MAX","CFR_40r_5e_BC_CKKS - round_accuracy","CFR_40r_5e_BC_CKKS - round_accuracy__MIN","CFR_40r_5e_BC_CKKS - round_accuracy__MAX","CFR_40r_5e_BC_CKKS - round_loss","CFR_40r_5e_BC_CKKS - round_loss__MIN","CFR_40r_5e_BC_CKKS - round_loss__MAX","CFR_40r_5e_BC_BFV - round_accuracy","CFR_40r_5e_BC_BFV - round_accuracy__MIN","CFR_40r_5e_BC_BFV - round_accuracy__MAX","CFR_40r_5e_BC_BFV - round_loss","CFR_40r_5e_BC_BFV - round_loss__MIN","CFR_40r_5e_BC_BFV - round_loss__MAX","CFR_40r_5e_FAWE - round_accuracy","CFR_40r_5e_FAWE - round_accuracy__MIN","CFR_40r_5e_FAWE - round_accuracy__MAX","CFR_40r_5e_FAWE - round_loss","CFR_40r_5e_FAWE - round_loss__MIN","CFR_40r_5e_FAWE - round_loss__MAX","CFR_40r_5e_FA_CKKS - round_accuracy","CFR_40r_5e_FA_CKKS - round_accuracy__MIN","CFR_40r_5e_FA_CKKS - round_accuracy__MAX","CFR_40r_5e_FA_CKKS - round_loss","CFR_40r_5e_FA_CKKS - round_loss__MIN","CFR_40r_5e_FA_CKKS - round_loss__MAX","CFR_40r_5e_GBFA_CKKS - round_accuracy","CFR_40r_5e_GBFA_CKKS - round_accuracy__MIN","CFR_40r_5e_GBFA_CKKS - round_accuracy__MAX","CFR_40r_5e_GBFA_CKKS - round_loss","CFR_40r_5e_GBFA_CKKS - round_loss__MIN","CFR_40r_5e_GBFA_CKKS - round_loss__MAX","CFR_200r_1e_BC_BFV - round_accuracy","CFR_200r_1e_BC_BFV - round_accuracy__MIN","CFR_200r_1e_BC_BFV - round_accuracy__MAX","CFR_200r_1e_BC_BFV - round_loss","CFR_200r_1e_BC_BFV - round_loss__MIN","CFR_200r_1e_BC_BFV - round_loss__MAX","CFR_200r_1e_BC_CKKS - round_accuracy","CFR_200r_1e_BC_CKKS - round_accuracy__MIN","CFR_200r_1e_BC_CKKS - round_accuracy__MAX","CFR_200r_1e_BC_CKKS - round_loss","CFR_200r_1e_BC_CKKS - round_loss__MIN","CFR_200r_1e_BC_CKKS - round_loss__MAX","CFR_200r_1e_GBFA_CKKS - round_accuracy","CFR_200r_1e_GBFA_CKKS - round_accuracy__MIN","CFR_200r_1e_GBFA_CKKS - round_accuracy__MAX","CFR_200r_1e_GBFA_CKKS - round_loss","CFR_200r_1e_GBFA_CKKS - round_loss__MIN","CFR_200r_1e_GBFA_CKKS - round_loss__MAX","CFR_200r_1e_FA_CKKS - round_accuracy","CFR_200r_1e_FA_CKKS - round_accuracy__MIN","CFR_200r_1e_FA_CKKS - round_accuracy__MAX","CFR_200r_1e_FA_CKKS - round_loss","CFR_200r_1e_FA_CKKS - round_loss__MIN","CFR_200r_1e_FA_CKKS - round_loss__MAX","CFR_200r_1e_FAWE - round_accuracy","CFR_200r_1e_FAWE - round_accuracy__MIN","CFR_200r_1e_FAWE - round_accuracy__MAX","CFR_200r_1e_FAWE - round_loss","CFR_200r_1e_FAWE - round_loss__MIN","CFR_200r_1e_FAWE - round_loss__MAX"
"154","0.7558","0.7558","0.7558","0.726689764704894","0.726689764704894","0.726689764704894","0.7304","0.7304","0.7304","0.7805359065194022","0.7805359065194022","0.7805359065194022","0.7043999999999999","0.7043999999999999","0.7043999999999999","0.8574405309151519","0.8574405309151519","0.8574405309151519","0.697","0.697","0.697","0.8717564154077659","0.8717564154077659","0.8717564154077659","0.7104","0.7104","0.7104","0.8278556625612757","0.8278556625612757","0.8278556625612757","0.7256","0.7256","0.7256","0.7940890976312486","0.7940890976312486","0.7940890976312486","0.7544","0.7544","0.7544","0.7235904711044647","0.7235904711044647","0.7235904711044647","0.7054","0.7054","0.7054","0.8548289333893495","0.8548289333893495","0.8548289333893495","0.7032","0.7032","0.7032","0.8537419935857709","0.8537419935857709","0.8537419935857709","0.6852","0.6852","0.6852","0.9069755248048088","0.9069755248048088","0.9069755248048088","0.7718","0.7718","0.7718","0.7249299305575816","0.7249299305575816","0.7249299305575816","0.7363999999999999","0.7363999999999999","0.7363999999999999","0.817646346647631","0.817646346647631","0.817646346647631","0.71","0.71","0.71","0.8958195312456652","0.8958195312456652","0.8958195312456652","0.7154","0.7154","0.7154","0.8668157671662895","0.8668157671662895","0.8668157671662895","0.7028","0.7028","0.7028","0.8943082017993385","0.8943082017993385","0.8943082017993385"
"159","0.7522","0.7522","0.7522","0.7172655004669319","0.7172655004669319","0.7172655004669319","0.7362","0.7362","0.7362","0.7646062482487073","0.7646062482487073","0.7646062482487073","0.7018","0.7018","0.7018","0.8333982056514784","0.8333982056514784","0.8333982056514784","0.7004","0.7004","0.7004","0.8426457466049627","0.8426457466049627","0.8426457466049627","0.7212000000000001","0.7212000000000001","0.7212000000000001","0.797876506976106","0.797876506976106","0.797876506976106","0.7392","0.7392","0.7392","0.7651863155378537","0.7651863155378537","0.7651863155378537","0.7666","0.7666","0.7666","0.6897976963696155","0.6897976963696155","0.6897976963696155","0.7112","0.7112","0.7112","0.8263675641945817","0.8263675641945817","0.8263675641945817","0.7094","0.7094","0.7094","0.8245595185255462","0.8245595185255462","0.8245595185255462","0.6892","0.6892","0.6892","0.8670362241904844","0.8670362241904844","0.8670362241904844","0.7747999999999999","0.7747999999999999","0.7747999999999999","0.7309391466392712","0.7309391466392712","0.7309391466392712","0.7458","0.7458","0.7458","0.797676261853088","0.797676261853088","0.797676261853088","0.7074","0.7074","0.7074","0.8972784612666477","0.8972784612666477","0.8972784612666477","0.7216","0.7216","0.7216","0.84982364049012","0.84982364049012","0.84982364049012","0.7034","0.7034","0.7034","0.8969910740852356","0.8969910740852356","0.8969910740852356"
"164","0.7656000000000001","0.7656000000000001","0.7656000000000001","0.6847776729274879","0.6847776729274879","0.6847776729274879","0.752","0.752","0.752","0.741661905057051","0.741661905057051","0.741661905057051","0.7166","0.7166","0.7166","0.8104552441361277","0.8104552441361277","0.8104552441361277","0.7128","0.7128","0.7128","0.832653866132552","0.832653866132552","0.832653866132552","0.73","0.73","0.73","0.7670636017891495","0.7670636017891495","0.7670636017891495","0.751","0.751","0.751","0.7392525952648032","0.7392525952648032","0.7392525952648032","0.7772","0.7772","0.7772","0.6772807617756453","0.6772807617756453","0.6772807617756453","0.7162","0.7162","0.7162","0.8160582382231951","0.8160582382231951","0.8160582382231951","0.7134","0.7134","0.7134","0.8028787336566232","0.8028787336566232","0.8028787336566232","0.69","0.69","0.69","0.8702223797413435","0.8702223797413435","0.8702223797413435","0.7772","0.7772","0.7772","0.7084369483319195","0.7084369483319195","0.7084369483319195","0.7458","0.7458","0.7458","0.7795222149315205","0.7795222149315205","0.7795222149315205","0.7014","0.7014","0.7014","0.8787794309583576","0.8787794309583576","0.8787794309583576","0.7132000000000001","0.7132000000000001","0.7132000000000001","0.8293556027453054","0.8293556027453054","0.8293556027453054","0.702","0.702","0.702","0.8709754418920387","0.8709754418920387","0.8709754418920387"
"169","0.7656000000000001","0.7656000000000001","0.7656000000000001","0.6829814000732519","0.6829814000732519","0.6829814000732519","0.7505999999999999","0.7505999999999999","0.7505999999999999","0.7297959493642504","0.7297959493642504","0.7297959493642504","0.7174","0.7174","0.7174","0.8121940376745029","0.8121940376745029","0.8121940376745029","0.7098","0.7098","0.7098","0.8300081633031369","0.8300081633031369","0.8300081633031369","0.7356","0.7356","0.7356","0.7673543421043592","0.7673543421043592","0.7673543421043592","0.748","0.748","0.748","0.7383832730860873","0.7383832730860873","0.7383832730860873","0.7706","0.7706","0.7706","0.6818425976755944","0.6818425976755944","0.6818425976755944","0.7108","0.7108","0.7108","0.8262712012637745","0.8262712012637745","0.8262712012637745","0.7150000000000001","0.7150000000000001","0.7150000000000001","0.8137797996401787","0.8137797996401787","0.8137797996401787","0.6936","0.6936","0.6936","0.8583814447237686","0.8583814447237686","0.8583814447237686","0.784","0.784","0.784","0.6901715833016417","0.6901715833016417","0.6901715833016417","0.7484","0.7484","0.7484","0.7658254487270659","0.7658254487270659","0.7658254487270659","0.7016","0.7016","0.7016","0.867402690208771","0.867402690208771","0.867402690208771","0.7216","0.7216","0.7216","0.8241703017530116","0.8241703017530116","0.8241703017530116","0.7074","0.7074","0.7074","0.8704799273135988","0.8704799273135988","0.8704799273135988"
"174","0.7824","0.7824","0.7824","0.6576757037504153","0.6576757037504153","0.6576757037504153","0.769","0.769","0.769","0.6973988613621754","0.6973988613621754","0.6973988613621754","0.7192000000000001","0.7192000000000001","0.7192000000000001","0.8089400193569334","0.8089400193569334","0.8089400193569334","0.7218","0.7218","0.7218","0.8125677744773301","0.8125677744773301","0.8125677744773301","0.751","0.751","0.751","0.7425961164926941","0.7425961164926941","0.7425961164926941","0.7652","0.7652","0.7652","0.6991359037262472","0.6991359037262472","0.6991359037262472","0.7918000000000001","0.7918000000000001","0.7918000000000001","0.6335085657848554","0.6335085657848554","0.6335085657848554","0.7242","0.7242","0.7242","0.8069252623075789","0.8069252623075789","0.8069252623075789","0.7252000000000001","0.7252000000000001","0.7252000000000001","0.7895117437297647","0.7895117437297647","0.7895117437297647","0.7066","0.7066","0.7066","0.8387207623571158","0.8387207623571158","0.8387207623571158","0.7854","0.7854","0.7854","0.6718947155062447","0.6718947155062447","0.6718947155062447","0.7585999999999999","0.7585999999999999","0.7585999999999999","0.7483712168918415","0.7483712168918415","0.7483712168918415","0.7134","0.7134","0.7134","0.8399528104134582","0.8399528104134582","0.8399528104134582","0.7362","0.7362","0.7362","0.804797016930851","0.804797016930851","0.804797016930851","0.7096","0.7096","0.7096","0.8489922315559604","0.8489922315559604","0.8489922315559604"
"179","0.7874","0.7874","0.7874","0.6365777593275362","0.6365777593275362","0.6365777593275362","0.7664","0.7664","0.7664","0.6902269630269571","0.6902269630269571","0.6902269630269571","0.7314","0.7314","0.7314","0.7798930482769555","0.7798930482769555","0.7798930482769555","0.7268","0.7268","0.7268","0.7916751644828102","0.7916751644828102","0.7916751644828102","0.7472","0.7472","0.7472","0.7171897592192347","0.7171897592192347","0.7171897592192347","0.7618","0.7618","0.7618","0.6902019556950438","0.6902019556950438","0.6902019556950438","0.7886","0.7886","0.7886","0.6258203705603427","0.6258203705603427","0.6258203705603427","0.7258","0.7258","0.7258","0.781034946035255","0.781034946035255","0.781034946035255","0.732","0.732","0.732","0.7766858018596065","0.7766858018596065","0.7766858018596065","0.7064","0.7064","0.7064","0.8245685286481272","0.8245685286481272","0.8245685286481272","0.7922","0.7922","0.7922","0.6555624002252113","0.6555624002252113","0.6555624002252113","0.7596","0.7596","0.7596","0.7426087487150322","0.7426087487150322","0.7426087487150322","0.7236","0.7236","0.7236","0.8344955320724032","0.8344955320724032","0.8344955320724032","0.7428","0.7428","0.7428","0.7872323520820249","0.7872323520820249","0.7872323520820249","0.7061999999999999","0.7061999999999999","0.7061999999999999","0.8660516632212834","0.8660516632212834","0.8660516632212834"
"184","0.7906","0.7906","0.7906","0.6334793777120383","0.6334793777120383","0.6334793777120383","0.7786","0.7786","0.7786","0.6686410873789679","0.6686410873789679","0.6686410873789679","0.7407999999999999","0.7407999999999999","0.7407999999999999","0.7638840832832184","0.7638840832832184","0.7638840832832184","0.7282","0.7282","0.7282","0.7971955888650635","0.7971955888650635","0.7971955888650635","0.762","0.762","0.762","0.6989311783659188","0.6989311783659188","0.6989311783659188","0.7784","0.7784","0.7784","0.6717499741776423","0.6717499741776423","0.6717499741776423","0.7942","0.7942","0.7942","0.6186042638156901","0.6186042638156901","0.6186042638156901","0.741","0.741","0.741","0.7640118528326804","0.7640118528326804","0.7640118528326804","0.738","0.738","0.738","0.7580850044773384","0.7580850044773384","0.7580850044773384","0.7208","0.7208","0.7208","0.8214886083182964","0.8214886083182964","0.8214886083182964","0.7902","0.7902","0.7902","0.6554433313113722","0.6554433313113722","0.6554433313113722","0.7576","0.7576","0.7576","0.7241047837517478","0.7241047837517478","0.7241047837517478","0.715","0.715","0.715","0.840935383838686","0.840935383838686","0.840935383838686","0.7456","0.7456","0.7456","0.7666203012181954","0.7666203012181954","0.7666203012181954","0.7348","0.7348","0.7348","0.8238213270563971","0.8238213270563971","0.8238213270563971"
"189","0.8016","0.8016","0.8016","0.6056958722119982","0.6056958722119982","0.6056958722119982","0.774","0.774","0.774","0.6707595957781781","0.6707595957781781","0.6707595957781781","0.7336","0.7336","0.7336","0.7452814640307968","0.7452814640307968","0.7452814640307968","0.731","0.731","0.731","0.771295221353119","0.771295221353119","0.771295221353119","0.7552","0.7552","0.7552","0.6963504638692195","0.6963504638692195","0.6963504638692195","0.7846","0.7846","0.7846","0.6604585053907199","0.6604585053907199","0.6604585053907199","0.7949999999999999","0.7949999999999999","0.7949999999999999","0.6076113864102147","0.6076113864102147","0.6076113864102147","0.7398","0.7398","0.7398","0.7552209564569322","0.7552209564569322","0.7552209564569322","0.7384","0.7384","0.7384","0.746206138130616","0.746206138130616","0.746206138130616","0.7210000000000001","0.7210000000000001","0.7210000000000001","0.8011693062091416","0.8011693062091416","0.8011693062091416","0.7984","0.7984","0.7984","0.6390764982524243","0.6390764982524243","0.6390764982524243","0.7707999999999999","0.7707999999999999","0.7707999999999999","0.7068471726538106","0.7068471726538106","0.7068471726538106","0.7336","0.7336","0.7336","0.8133655964312229","0.8133655964312229","0.8133655964312229","0.7496","0.7496","0.7496","0.7471816864880649","0.7471816864880649","0.7471816864880649","0.73","0.73","0.73","0.8135045644911852","0.8135045644911852","0.8135045644911852"
"194","0.7964","0.7964","0.7964","0.6088185737756165","0.6088185737756165","0.6088185737756165","0.7784","0.7784","0.7784","0.6485280825333162","0.6485280825333162","0.6485280825333162","0.7362","0.7362","0.7362","0.7314230385829101","0.7314230385829101","0.7314230385829101","0.7326","0.7326","0.7326","0.7574458323419093","0.7574458323419093","0.7574458323419093","0.7544","0.7544","0.7544","0.6849605041132731","0.6849605041132731","0.6849605041132731","0.7762","0.7762","0.7762","0.6431906077672134","0.6431906077672134","0.6431906077672134","0.7934","0.7934","0.7934","0.6052928804165938","0.6052928804165938","0.6052928804165938","0.7422","0.7422","0.7422","0.7374003913592209","0.7374003913592209","0.7374003913592209","0.7478","0.7478","0.7478","0.735205650346523","0.735205650346523","0.735205650346523","0.7212000000000001","0.7212000000000001","0.7212000000000001","0.7943674504079601","0.7943674504079601","0.7943674504079601","0.8024","0.8024","0.8024","0.6286032241345807","0.6286032241345807","0.6286032241345807","0.7816000000000001","0.7816000000000001","0.7816000000000001","0.6967946007339791","0.6967946007339791","0.6967946007339791","0.7444","0.7444","0.7444","0.7937676498497075","0.7937676498497075","0.7937676498497075","0.7656000000000001","0.7656000000000001","0.7656000000000001","0.7352742877873507","0.7352742877873507","0.7352742877873507","0.7445999999999999","0.7445999999999999","0.7445999999999999","0.7955995459448207","0.7955995459448207","0.7955995459448207"
"199","0.7988","0.7988","0.7988","0.6031817195767706","0.6031817195767706","0.6031817195767706","0.7862","0.7862","0.7862","0.6343914717774499","0.6343914717774499","0.6343914717774499","0.7487999999999999","0.7487999999999999","0.7487999999999999","0.7183066305450418","0.7183066305450418","0.7183066305450418","0.7462","0.7462","0.7462","0.7494008409367368","0.7494008409367368","0.7494008409367368","0.772","0.772","0.772","0.6557569481093775","0.6557569481093775","0.6557569481093775","0.7862","0.7862","0.7862","0.6440312687984922","0.6440312687984922","0.6440312687984922","0.7982","0.7982","0.7982","0.5849761663851414","0.5849761663851414","0.5849761663851414","0.7524","0.7524","0.7524","0.7193281428211115","0.7193281428211115","0.7193281428211115","0.7492000000000001","0.7492000000000001","0.7492000000000001","0.715631286088716","0.715631286088716","0.715631286088716","0.7306","0.7306","0.7306","0.7720400922677734","0.7720400922677734","0.7720400922677734","0.8104","0.8104","0.8104","0.613634291189638","0.613634291189638","0.613634291189638","0.7868","0.7868","0.7868","0.6697380028834397","0.6697380028834397","0.6697380028834397","0.7428","0.7428","0.7428","0.7777653715827249","0.7777653715827249","0.7777653715827249","0.768","0.768","0.768","0.718541738069193","0.718541738069193","0.718541738069193","0.734","0.734","0.734","0.7934501966122877","0.7934501966122877","0.7934501966122877"
"204","0.8004","0.8004","0.8004","0.5879345047202977","0.5879345047202977","0.5879345047202977","0.7851999999999999","0.7851999999999999","0.7851999999999999","0.6290003845129502","0.6290003845129502","0.6290003845129502","0.7505999999999999","0.7505999999999999","0.7505999999999999","0.702749379588799","0.702749379588799","0.702749379588799","0.7348","0.7348","0.7348","0.7453452705320986","0.7453452705320986","0.7453452705320986","0.7734000000000001","0.7734000000000001","0.7734000000000001","0.6617932602763177","0.6617932602763177","0.6617932602763177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8048","0.8048","0.8048","0.6087278012524951","0.6087278012524951","0.6087278012524951","0.7854","0.7854","0.7854","0.663987061008811","0.663987061008811","0.663987061008811","0.7486","0.7486","0.7486","0.7622641804204746","0.7622641804204746","0.7622641804204746","0.7704","0.7704","0.7704","0.7095348802818493","0.7095348802818493","0.7095348802818493","0.7434000000000001","0.7434000000000001","0.7434000000000001","0.7896187662739645","0.7896187662739645","0.7896187662739645"
"209","0.8054","0.8054","0.8054","0.5772622790864923","0.5772622790864923","0.5772622790864923","0.7972","0.7972","0.7972","0.6018272037533197","0.6018272037533197","0.6018272037533197","0.7616","0.7616","0.7616","0.674732714315707","0.674732714315707","0.674732714315707","0.744","0.744","0.744","0.7171722979708152","0.7171722979708152","0.7171722979708152","0.7844","0.7844","0.7844","0.617840491336855","0.617840491336855","0.617840491336855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8106","0.8106","0.8106","0.5939602265134454","0.5939602265134454","0.5939602265134454","0.7854","0.7854","0.7854","0.6543268317526036","0.6543268317526036","0.6543268317526036","0.7438","0.7438","0.7438","0.7624029131098227","0.7624029131098227","0.7624029131098227","0.7738","0.7738","0.7738","0.6889284579083323","0.6889284579083323","0.6889284579083323","0.7372000000000001","0.7372000000000001","0.7372000000000001","0.7633923193101178","0.7633923193101178","0.7633923193101178"
"214","0.8171999999999999","0.8171999999999999","0.8171999999999999","0.5441708879037337","0.5441708879037337","0.5441708879037337","0.7936000000000001","0.7936000000000001","0.7936000000000001","0.5898532766002146","0.5898532766002146","0.5898532766002146","0.7722","0.7722","0.7722","0.6579313908788291","0.6579313908788291","0.6579313908788291","0.7582","0.7582","0.7582","0.6974760954183611","0.6974760954183611","0.6974760954183611","0.7934","0.7934","0.7934","0.6081087114966728","0.6081087114966728","0.6081087114966728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8088","0.8088","0.8088","0.5997594418850811","0.5997594418850811","0.5997594418850811","0.7912","0.7912","0.7912","0.6555924004959789","0.6555924004959789","0.6555924004959789","0.7504","0.7504","0.7504","0.7443912603299726","0.7443912603299726","0.7443912603299726","0.7838","0.7838","0.7838","0.6659191583537243","0.6659191583537243","0.6659191583537243","0.749","0.749","0.749","0.7609943786466664","0.7609943786466664","0.7609943786466664"
"219","0.8122","0.8122","0.8122","0.5583919074725021","0.5583919074725021","0.5583919074725021","0.7942","0.7942","0.7942","0.5927659018473191","0.5927659018473191","0.5927659018473191","0.7814000000000001","0.7814000000000001","0.7814000000000001","0.6618465016342021","0.6618465016342021","0.6618465016342021","0.7624","0.7624","0.7624","0.698969582925466","0.698969582925466","0.698969582925466","0.7862","0.7862","0.7862","0.6160774725065989","0.6160774725065989","0.6160774725065989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.812","0.812","0.812","0.5802197136323561","0.5802197136323561","0.5802197136323561","0.7989999999999999","0.7989999999999999","0.7989999999999999","0.6194901128553532","0.6194901128553532","0.6194901128553532","0.7538","0.7538","0.7538","0.7378192862326449","0.7378192862326449","0.7378192862326449","0.7889999999999999","0.7889999999999999","0.7889999999999999","0.6596558325161987","0.6596558325161987","0.6596558325161987","0.7552","0.7552","0.7552","0.7365736891092225","0.7365736891092225","0.7365736891092225"
"224","0.8172","0.8172","0.8172","0.542251210117882","0.542251210117882","0.542251210117882","0.8006","0.8006","0.8006","0.5724339589307255","0.5724339589307255","0.5724339589307255","0.7806","0.7806","0.7806","0.6367905201729049","0.6367905201729049","0.6367905201729049","0.7594000000000001","0.7594000000000001","0.7594000000000001","0.6859708179465749","0.6859708179465749","0.6859708179465749","0.7948","0.7948","0.7948","0.6048747169361873","0.6048747169361873","0.6048747169361873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.81","0.81","0.81","0.5889835393225604","0.5889835393225604","0.5889835393225604","0.7969999999999999","0.7969999999999999","0.7969999999999999","0.6369875939562917","0.6369875939562917","0.6369875939562917","0.7605999999999999","0.7605999999999999","0.7605999999999999","0.7230974903160876","0.7230974903160876","0.7230974903160876","0.7908","0.7908","0.7908","0.6504031623798338","0.6504031623798338","0.6504031623798338","0.7602","0.7602","0.7602","0.7410546594553373","0.7410546594553373","0.7410546594553373"
"229","0.8092","0.8092","0.8092","0.5473414673046633","0.5473414673046633","0.5473414673046633","0.8082","0.8082","0.8082","0.5743441414426673","0.5743441414426673","0.5743441414426673","0.7862","0.7862","0.7862","0.6298965379934418","0.6298965379934418","0.6298965379934418","0.7627999999999999","0.7627999999999999","0.7627999999999999","0.6737652287056499","0.6737652287056499","0.6737652287056499","0.7984","0.7984","0.7984","0.5904551603577354","0.5904551603577354","0.5904551603577354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8208","0.8208","0.8208","0.5712424562397328","0.5712424562397328","0.5712424562397328","0.8054","0.8054","0.8054","0.6111779496581717","0.6111779496581717","0.6111779496581717","0.7687999999999999","0.7687999999999999","0.7687999999999999","0.7084803145209497","0.7084803145209497","0.7084803145209497","0.7968","0.7968","0.7968","0.6390631561252204","0.6390631561252204","0.6390631561252204","0.76","0.76","0.76","0.7262944738295944","0.7262944738295944","0.7262944738295944"
"234","0.8218","0.8218","0.8218","0.508414438502355","0.508414438502355","0.508414438502355","0.8069999999999999","0.8069999999999999","0.8069999999999999","0.5608759033239701","0.5608759033239701","0.5608759033239701","0.7894","0.7894","0.7894","0.5990630891851403","0.5990630891851403","0.5990630891851403","0.771","0.771","0.771","0.6563840493390505","0.6563840493390505","0.6563840493390505","0.8006","0.8006","0.8006","0.563545172678476","0.563545172678476","0.563545172678476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8254","0.8254","0.8254","0.5562255797399716","0.5562255797399716","0.5562255797399716","0.8031999999999999","0.8031999999999999","0.8031999999999999","0.6157975059679963","0.6157975059679963","0.6157975059679963","0.7698","0.7698","0.7698","0.7002911487255584","0.7002911487255584","0.7002911487255584","0.7926","0.7926","0.7926","0.6297596123238856","0.6297596123238856","0.6297596123238856","0.7694","0.7694","0.7694","0.6992555502802134","0.6992555502802134","0.6992555502802134"
"239","0.8240000000000001","0.8240000000000001","0.8240000000000001","0.5245009708302942","0.5245009708302942","0.5245009708302942","0.8154","0.8154","0.8154","0.5516312714327465","0.5516312714327465","0.5516312714327465","0.7942","0.7942","0.7942","0.6031253326684237","0.6031253326684237","0.6031253326684237","0.7774","0.7774","0.7774","0.638880232078108","0.638880232078108","0.638880232078108","0.8044","0.8044","0.8044","0.5615385997193781","0.5615385997193781","0.5615385997193781","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8256","0.8256","0.8256","0.5534190979193557","0.5534190979193557","0.5534190979193557","0.8084","0.8084","0.8084","0.5913628879934549","0.5913628879934549","0.5913628879934549","0.7684","0.7684","0.7684","0.6827638615769418","0.6827638615769418","0.6827638615769418","0.8038000000000001","0.8038000000000001","0.8038000000000001","0.6110909370366823","0.6110909370366823","0.6110909370366823","0.7726","0.7726","0.7726","0.6939133770594543","0.6939133770594543","0.6939133770594543"
"244","0.8213999999999999","0.8213999999999999","0.8213999999999999","0.5166842021725395","0.5166842021725395","0.5166842021725395","0.8102","0.8102","0.8102","0.5432346637614749","0.5432346637614749","0.5432346637614749","0.8006","0.8006","0.8006","0.5867733915421096","0.5867733915421096","0.5867733915421096","0.776","0.776","0.776","0.6415925585410811","0.6415925585410811","0.6415925585410811","0.8154","0.8154","0.8154","0.557184577208351","0.557184577208351","0.557184577208351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8320000000000001","0.8320000000000001","0.8320000000000001","0.5376724281602285","0.5376724281602285","0.5376724281602285","0.8104","0.8104","0.8104","0.591206001795151","0.591206001795151","0.591206001795151","0.7818","0.7818","0.7818","0.671885516663844","0.671885516663844","0.671885516663844","0.808","0.808","0.808","0.5960556892678142","0.5960556892678142","0.5960556892678142","0.7752","0.7752","0.7752","0.6777833538468588","0.6777833538468588","0.6777833538468588"
"249","0.8293999999999999","0.8293999999999999","0.8293999999999999","0.4908518112010577","0.4908518112010577","0.4908518112010577","0.821","0.821","0.821","0.5234070468016647","0.5234070468016647","0.5234070468016647","0.8031999999999999","0.8031999999999999","0.8031999999999999","0.5734910128638148","0.5734910128638148","0.5734910128638148","0.7824","0.7824","0.7824","0.6215830836445093","0.6215830836445093","0.6215830836445093","0.8142","0.8142","0.8142","0.5363928234035318","0.5363928234035318","0.5363928234035318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8222","0.8222","0.8222","0.5371728848496622","0.5371728848496622","0.5371728848496622","0.8114","0.8114","0.8114","0.572742666371844","0.572742666371844","0.572742666371844","0.7722","0.7722","0.7722","0.6787314404818146","0.6787314404818146","0.6787314404818146","0.796","0.796","0.796","0.6029332723807205","0.6029332723807205","0.6029332723807205","0.7732","0.7732","0.7732","0.6679864898324013","0.6679864898324013","0.6679864898324013"
